Age,Attrition,Department,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Sales,1,1,1,2,Female,3,3,Sales Executive,4,7918,No,14,3,4,11,5,3,11,10,4,1
35,No,Sales,1,3,1,3,Female,3,3,Sales Executive,3,8789,No,14,3,1,10,3,4,10,7,0,8
29,Yes,Research & Development,18,1,1,3,Male,2,1,Research Scientist,4,2389,Yes,13,3,3,4,3,2,4,3,0,1
52,No,Research & Development,2,3,1,3,Female,2,1,Laboratory Technician,4,3212,No,15,3,2,6,3,2,2,2,2,2
42,No,Research & Development,4,2,1,3,Male,3,5,Manager,4,19232,No,11,3,4,22,3,3,22,17,11,15
59,No,Human Resources,6,2,1,2,Male,3,1,Human Resources,3,2267,No,17,3,4,7,2,2,2,2,2,2
50,No,Sales,1,4,1,4,Female,3,5,Manager,4,19517,No,11,3,3,32,3,2,7,0,0,6
33,Yes,Research & Development,14,3,1,3,Male,3,1,Laboratory Technician,4,2436,Yes,13,3,3,8,2,1,5,4,0,4
43,No,Sales,16,3,1,4,Female,3,4,Manager,4,16064,Yes,22,4,3,22,3,3,17,13,1,9
33,Yes,Research & Development,2,2,1,1,Female,3,1,Laboratory Technician,1,2707,No,20,4,1,13,3,4,9,7,1,7
52,No,Sales,2,4,1,1,Male,2,5,Manager,3,19068,Yes,18,3,4,33,2,4,33,7,15,12
32,No,Sales,4,2,1,3,Female,3,1,Sales Representative,2,3931,No,11,3,1,6,5,3,4,3,1,2
32,Yes,Research & Development,1,3,1,4,Male,2,1,Laboratory Technician,3,3730,Yes,14,3,4,4,2,1,3,2,1,2
39,No,Research & Development,1,4,1,3,Female,3,1,Laboratory Technician,3,2232,No,14,3,3,7,1,3,3,2,1,2
32,No,Sales,26,4,1,3,Male,3,2,Sales Executive,4,4465,No,18,3,1,4,2,3,3,2,2,2
41,No,Research & Development,19,2,1,3,Male,3,2,Research Scientist,1,3072,No,16,3,1,17,2,2,1,0,0,0
40,No,Research & Development,24,2,1,1,Male,3,2,Research Scientist,4,3319,No,17,3,1,9,3,3,9,8,4,7
45,No,Research & Development,1,3,1,3,Male,4,5,Manager,4,19202,No,11,3,3,25,2,3,24,0,1,7
31,No,Research & Development,3,4,1,2,Male,3,3,Research Director,3,13675,No,12,3,1,9,3,3,2,2,2,2
33,No,Research & Development,5,4,1,3,Female,2,1,Research Scientist,4,2911,No,13,3,3,2,2,2,2,2,0,2
34,No,Research & Development,2,4,1,4,Male,2,2,Manufacturing Director,1,5957,No,13,3,2,13,3,3,11,9,5,9
37,No,Research & Development,1,2,1,3,Female,2,1,Research Scientist,1,3920,No,14,3,1,17,2,2,3,1,0,2
45,No,Research & Development,7,4,1,1,Male,4,2,Manufacturing Director,3,6434,No,17,3,4,9,1,3,3,2,0,2
37,Yes,Research & Development,10,3,1,1,Male,3,3,Manufacturing Director,3,10048,No,11,3,2,17,5,3,1,0,0,0
39,No,Research & Development,2,4,1,3,Female,3,3,Healthcare Representative,3,10938,No,25,4,4,20,1,3,19,6,11,8
29,No,Research & Development,15,3,1,3,Male,3,1,Research Scientist,4,2340,No,19,3,1,6,1,3,6,5,1,5
42,No,Research & Development,17,2,1,4,Female,4,2,Research Scientist,1,6545,Yes,13,3,3,10,1,3,3,2,0,2
29,No,Sales,20,2,1,4,Male,3,2,Sales Executive,4,6931,No,14,3,4,10,2,3,3,2,0,2
25,No,Research & Development,1,3,1,1,Female,3,2,Manufacturing Director,3,4898,No,12,3,4,5,3,3,4,2,1,2
42,No,Research & Development,2,3,1,4,Female,2,1,Laboratory Technician,1,2593,Yes,11,3,3,10,4,3,9,6,7,8
40,No,Research & Development,2,2,1,1,Male,3,5,Research Director,3,19436,No,19,3,4,22,5,3,21,7,3,9
51,No,Research & Development,1,3,1,3,Male,3,1,Research Scientist,4,2723,No,11,3,2,1,0,2,1,0,0,0
31,Yes,Research & Development,29,2,1,3,Male,2,1,Laboratory Technician,2,3479,No,11,3,2,6,2,4,5,4,1,4
32,No,Research & Development,7,3,1,2,Male,4,1,Laboratory Technician,2,2794,No,20,4,3,5,3,1,5,1,0,3
38,No,Sales,2,2,1,4,Male,2,2,Sales Executive,4,5249,No,18,3,4,13,0,3,8,7,7,5
32,No,Research & Development,2,1,1,4,Male,2,2,Laboratory Technician,1,2176,No,13,3,4,9,5,3,6,2,0,4
46,No,Sales,2,3,1,3,Female,1,4,Manager,2,16872,Yes,12,3,2,28,2,2,7,7,7,7
28,Yes,Research & Development,2,4,1,1,Male,3,1,Laboratory Technician,3,3485,No,11,3,3,5,5,1,0,0,0,0
29,No,Sales,2,3,1,1,Male,2,2,Sales Executive,2,6644,No,19,3,2,10,2,3,0,0,0,0
31,No,Research & Development,23,3,1,2,Male,2,2,Healthcare Representative,4,5582,No,21,4,2,10,2,3,9,0,7,8
25,No,Research & Development,5,2,1,2,Male,4,2,Healthcare Representative,1,4000,No,12,3,4,6,2,3,6,3,1,5
45,No,Research & Development,20,2,1,3,Male,3,4,Healthcare Representative,4,13496,Yes,14,3,2,21,2,3,20,7,4,10
36,No,Research & Development,6,3,1,4,Male,3,1,Laboratory Technician,4,3210,No,11,3,3,16,4,3,15,13,10,11
55,No,Research & Development,1,3,1,4,Male,3,5,Manager,1,19045,Yes,14,3,3,37,2,3,36,10,4,13
47,Yes,Research & Development,29,4,1,1,Male,3,3,Manager,2,11849,Yes,12,3,4,10,2,2,10,7,9,9
28,No,Research & Development,9,3,1,4,Male,3,1,Research Scientist,4,2070,No,23,4,4,5,3,2,5,2,0,4
37,No,Sales,6,4,1,3,Male,3,2,Sales Executive,4,6502,No,14,3,2,7,5,4,5,4,0,1
21,No,Research & Development,3,2,1,4,Male,2,1,Research Scientist,3,3230,No,17,3,1,3,4,4,3,2,1,0
37,No,Research & Development,1,4,1,1,Female,3,3,Research Director,4,13603,Yes,18,3,1,15,2,3,5,2,0,2
35,No,Research & Development,22,3,1,2,Female,4,3,Manager,2,11996,No,18,3,2,10,6,2,7,7,6,2
38,No,Sales,7,2,1,1,Female,4,2,Sales Executive,1,5605,Yes,24,4,3,8,3,3,8,0,7,7
26,No,Research & Development,1,3,1,3,Female,3,2,Manufacturing Director,2,6397,No,20,4,1,6,6,1,6,5,1,4
50,No,Research & Development,4,1,1,1,Male,3,5,Research Director,2,19144,No,14,3,1,28,4,2,10,4,1,6
53,No,Research & Development,3,4,1,3,Male,3,4,Research Director,3,17584,Yes,16,3,4,21,5,2,5,3,1,3
42,No,Sales,1,1,1,2,Male,3,2,Sales Executive,3,4907,No,25,4,3,20,3,3,20,16,11,6
29,No,Sales,2,2,1,2,Male,3,2,Sales Executive,4,4554,No,18,3,1,10,3,2,10,7,0,9
55,No,Research & Development,20,2,1,2,Male,3,2,Laboratory Technician,4,5415,Yes,19,3,4,12,4,3,10,7,0,8
26,No,Research & Development,11,2,1,1,Male,3,2,Healthcare Representative,1,4741,Yes,13,3,3,5,3,3,5,3,3,3
37,No,Research & Development,1,3,1,4,Female,3,1,Research Scientist,4,2115,No,12,3,2,17,3,3,17,12,5,7
44,Yes,Research & Development,24,3,1,4,Male,3,1,Laboratory Technician,3,3161,Yes,22,4,4,19,0,1,1,0,0,0
38,No,Research & Development,23,4,1,4,Male,3,2,Healthcare Representative,4,5745,No,14,3,2,10,2,3,2,2,1,2
26,Yes,Research & Development,16,4,1,1,Male,3,1,Laboratory Technician,2,2373,Yes,13,3,4,5,2,3,3,2,0,2
28,No,Research & Development,8,2,1,4,Female,3,1,Research Scientist,4,3310,No,21,4,4,5,3,3,5,3,0,2
49,No,Research & Development,10,4,1,3,Female,3,5,Research Director,1,18665,Yes,11,3,4,22,4,3,3,2,1,2
36,No,Research & Development,3,3,1,3,Male,3,2,Research Scientist,2,4485,No,12,3,4,10,2,3,8,0,7,7
31,No,Sales,5,3,1,4,Female,3,1,Sales Representative,2,2789,No,11,3,3,2,5,2,2,2,2,2
26,Yes,Sales,4,4,1,4,Male,2,2,Sales Executive,4,5828,Yes,12,3,2,8,0,3,8,7,7,4
37,No,Research & Development,9,3,1,2,Male,3,1,Research Scientist,4,2326,Yes,12,3,3,4,3,2,4,2,1,2
42,No,Sales,26,3,1,3,Female,3,4,Sales Executive,2,13525,No,14,3,4,23,2,4,20,4,4,8
18,Yes,Research & Development,3,3,1,3,Male,3,1,Laboratory Technician,3,1420,No,13,3,3,0,2,3,0,0,0,0
35,No,Sales,16,3,1,3,Male,3,3,Sales Executive,2,8020,No,15,3,3,12,3,2,11,9,6,9
36,No,Research & Development,18,4,1,3,Male,4,1,Laboratory Technician,4,3688,No,18,3,4,4,2,3,1,0,0,0
51,No,Research & Development,2,3,1,4,Male,1,2,Manufacturing Director,2,5482,No,18,3,4,13,3,3,4,1,1,2
41,No,Sales,2,4,1,4,Male,3,4,Manager,2,16015,No,19,3,2,22,2,3,22,10,0,4
18,No,Sales,10,3,1,4,Female,2,1,Sales Representative,3,1200,No,12,3,1,0,2,3,0,0,0,0
28,No,Research & Development,16,2,1,2,Male,4,2,Healthcare Representative,1,5661,No,19,3,3,9,2,3,8,3,0,7
31,No,Sales,7,3,1,2,Male,4,2,Sales Executive,4,6929,No,11,3,2,10,3,2,8,7,7,7
39,No,Research & Development,1,3,1,3,Male,4,3,Healthcare Representative,4,9613,No,17,3,1,19,5,2,18,10,3,7
36,No,Research & Development,24,4,1,2,Female,3,2,Laboratory Technician,2,5674,No,15,3,3,11,3,3,9,8,0,8
32,No,Sales,7,3,1,4,Male,2,2,Sales Executive,3,5484,No,14,3,3,13,3,2,13,8,4,8
38,No,Research & Development,25,2,1,1,Female,2,3,Research Director,2,12061,No,17,3,3,19,2,3,10,8,0,1
58,No,Research & Development,1,4,1,4,Male,1,2,Healthcare Representative,3,5660,Yes,13,3,4,12,2,3,5,3,1,2
31,No,Research & Development,5,4,1,3,Male,3,1,Research Scientist,4,4821,Yes,12,3,3,6,4,3,5,2,0,3
31,No,Human Resources,2,3,1,1,Male,2,2,Human Resources,1,6410,No,12,3,4,9,1,3,2,2,1,0
45,No,Research & Development,7,3,1,1,Male,3,3,Laboratory Technician,1,5210,No,18,3,1,24,2,3,24,9,9,11
31,No,Research & Development,2,4,1,3,Male,3,1,Research Scientist,4,2695,Yes,18,3,2,3,2,1,2,2,2,2
33,No,Research & Development,5,4,1,4,Female,3,3,Manager,2,11878,No,11,3,2,12,2,3,10,6,8,8
39,No,Research & Development,10,1,1,3,Male,3,4,Manager,1,17068,Yes,14,3,4,21,3,3,21,9,11,10
43,No,Research & Development,10,4,1,3,Female,3,1,Laboratory Technician,4,2455,No,19,3,1,9,5,3,8,7,1,7
49,No,Research & Development,1,2,1,3,Female,2,4,Healthcare Representative,3,13964,Yes,12,3,4,25,2,3,7,1,0,7
52,Yes,Research & Development,8,4,1,3,Male,2,2,Research Scientist,2,4941,No,15,3,1,11,3,2,8,2,7,7
27,No,Research & Development,5,3,1,3,Female,3,1,Research Scientist,2,2478,Yes,12,3,2,4,2,2,4,3,1,2
32,No,Sales,8,2,1,3,Female,2,2,Sales Executive,2,5228,Yes,11,3,4,13,2,3,13,12,11,9
27,No,Sales,2,3,1,4,Male,3,2,Sales Executive,3,4478,Yes,11,3,1,5,3,3,5,4,0,4
31,No,Sales,7,3,1,4,Male,3,2,Sales Executive,4,7547,No,12,3,4,13,3,3,7,7,1,7
32,No,Research & Development,2,4,1,1,Female,4,2,Research Scientist,4,5055,No,16,3,3,10,0,2,7,7,0,7
28,Yes,Research & Development,2,4,1,1,Male,1,1,Research Scientist,4,3464,Yes,13,3,4,5,4,2,3,2,2,2
30,No,Research & Development,28,2,1,4,Female,3,2,Research Scientist,4,5775,No,13,3,4,11,2,3,10,8,1,9
31,No,Research & Development,7,2,1,3,Female,2,3,Manufacturing Director,3,8943,No,24,4,1,10,2,3,10,9,8,9
39,No,Research & Development,7,2,1,3,Male,2,5,Manager,4,19272,No,15,3,1,21,2,3,21,9,13,3
39,Yes,Sales,3,2,1,4,Female,3,2,Sales Executive,3,5238,Yes,18,3,1,12,3,2,1,0,0,0
33,No,Sales,10,3,1,2,Male,2,2,Sales Executive,4,4682,No,14,3,3,9,6,2,7,7,0,1
47,No,Research & Development,5,5,1,4,Male,3,5,Research Director,3,18300,No,11,3,2,21,2,3,3,2,1,1
43,No,Research & Development,10,4,1,3,Female,2,2,Laboratory Technician,3,5257,No,11,3,2,9,3,4,9,7,0,0
27,No,Sales,1,1,1,3,Male,3,2,Sales Executive,2,6349,Yes,13,3,4,6,0,3,5,4,1,4
54,No,Research & Development,20,4,1,4,Female,3,2,Research Scientist,3,4869,No,12,3,4,20,4,2,4,3,0,3
43,No,Research & Development,7,3,1,3,Female,3,3,Healthcare Representative,1,9985,No,16,3,1,10,1,2,1,0,0,0
45,No,Research & Development,8,4,1,4,Male,3,2,Research Scientist,4,3697,No,14,3,1,12,3,3,10,9,9,8
40,No,Sales,1,2,1,2,Male,1,2,Sales Executive,4,7457,Yes,22,4,3,6,2,2,4,3,0,2
29,Yes,Research & Development,8,4,1,2,Male,1,1,Laboratory Technician,1,2119,Yes,11,3,4,7,4,2,7,7,0,7
29,No,Research & Development,9,5,1,2,Male,2,1,Laboratory Technician,4,3983,No,17,3,3,4,2,3,3,2,2,2
30,No,Sales,5,3,1,4,Female,2,2,Sales Executive,3,6118,No,13,3,3,10,2,3,10,9,1,2
27,No,Sales,8,4,1,2,Female,3,2,Sales Executive,2,6214,No,18,3,1,8,3,3,8,7,0,7
37,No,Research & Development,5,2,1,4,Male,3,2,Manufacturing Director,4,6347,No,16,3,3,8,2,2,6,2,0,4
38,No,Research & Development,15,2,1,3,Male,2,3,Research Director,4,11510,Yes,14,3,2,12,3,3,11,10,2,9
31,No,Research & Development,7,4,1,3,Female,3,3,Manufacturing Director,4,7143,Yes,14,3,3,11,2,2,11,9,4,10
29,No,Sales,10,1,1,4,Female,2,2,Sales Executive,2,8268,Yes,14,3,1,7,2,3,7,7,1,7
35,No,Research & Development,5,4,1,3,Male,3,3,Manufacturing Director,2,8095,No,13,3,4,17,5,3,16,6,0,13
23,No,Research & Development,26,1,1,3,Male,3,1,Research Scientist,4,2904,No,12,3,3,4,2,2,4,2,0,2
41,No,Research & Development,6,3,1,4,Male,2,2,Manufacturing Director,2,6032,Yes,15,3,4,8,3,3,5,4,1,2
47,No,Sales,4,1,1,2,Male,3,2,Sales Representative,3,2976,No,19,3,1,5,3,3,0,0,0,0
42,No,Research & Development,23,5,1,1,Female,3,4,Research Director,4,15992,No,14,3,2,16,2,3,1,0,0,0
29,No,Sales,2,3,1,4,Male,3,2,Sales Executive,3,4649,No,14,3,1,4,3,2,4,3,0,2
42,No,Human Resources,2,1,1,3,Male,3,1,Human Resources,3,2696,Yes,11,3,3,4,5,3,3,2,1,0
32,No,Research & Development,2,3,1,3,Female,3,1,Laboratory Technician,2,2370,No,13,3,3,8,4,3,8,0,0,7
48,No,Sales,29,1,1,1,Female,3,3,Manager,3,12504,No,21,4,2,15,3,1,0,0,0,0
37,No,Research & Development,6,3,1,3,Male,4,2,Research Scientist,1,5974,Yes,13,3,1,13,2,3,7,7,6,7
30,No,Sales,25,2,1,4,Female,3,2,Sales Executive,3,4736,Yes,12,3,2,4,2,4,2,2,2,2
26,No,Sales,1,3,1,3,Male,3,2,Sales Executive,3,5296,No,17,3,2,8,3,3,8,7,7,7
42,No,Research & Development,2,4,1,1,Male,2,2,Healthcare Representative,4,6781,No,23,4,2,14,6,3,1,0,0,0
21,Yes,Sales,1,1,1,1,Female,2,1,Sales Representative,2,2174,Yes,11,3,3,3,3,3,3,2,1,2
36,No,Sales,1,5,1,4,Female,3,2,Sales Executive,4,6653,No,15,3,2,7,6,3,1,0,0,0
36,No,Sales,3,4,1,1,Male,2,3,Sales Executive,4,9699,No,11,3,1,16,2,3,13,9,1,12
57,No,Research & Development,1,4,1,4,Male,3,2,Healthcare Representative,3,6755,No,11,3,3,15,2,3,3,2,1,2
40,No,Research & Development,10,4,1,4,Female,4,1,Laboratory Technician,3,2213,Yes,13,3,3,10,3,3,7,7,1,7
21,No,Sales,9,2,1,1,Male,3,1,Sales Representative,4,2610,No,24,4,3,3,3,2,3,2,2,2
33,Yes,Sales,5,3,1,4,Female,3,1,Sales Representative,3,2851,Yes,13,3,2,1,2,3,1,0,0,0
37,No,Research & Development,10,3,1,3,Female,3,1,Laboratory Technician,1,3452,No,20,4,2,17,3,3,5,4,0,3
46,No,Research & Development,7,4,1,3,Female,3,2,Manufacturing Director,3,5258,No,14,3,3,7,2,4,1,0,0,0
41,Yes,Sales,4,3,1,1,Male,3,2,Sales Executive,2,9355,No,18,3,3,8,5,3,8,7,7,7
50,No,Research & Development,10,3,1,4,Male,2,3,Healthcare Representative,4,10496,No,15,3,4,20,2,3,4,3,1,3
40,Yes,Sales,22,2,1,3,Male,2,2,Sales Executive,3,6380,Yes,12,3,1,8,6,3,6,4,1,0
31,No,Research & Development,9,4,1,3,Male,2,1,Research Scientist,2,2657,Yes,16,3,4,3,5,3,2,2,2,2
21,Yes,Sales,12,3,1,3,Female,4,1,Sales Representative,2,2716,No,15,3,4,1,0,3,1,0,0,0
29,No,Research & Development,23,3,1,4,Male,3,1,Research Scientist,4,2201,No,16,3,4,6,4,3,3,2,1,2
35,No,Research & Development,9,4,1,3,Male,2,2,Healthcare Representative,2,6540,No,19,3,3,10,5,3,1,1,0,0
27,No,Research & Development,1,2,1,4,Male,3,1,Laboratory Technician,2,3816,No,11,3,2,5,2,3,5,2,0,4
28,No,Sales,9,4,1,2,Male,3,2,Sales Executive,4,5253,No,16,3,4,7,1,3,7,5,0,7
49,No,Research & Development,7,3,1,2,Male,2,3,Healthcare Representative,3,10965,No,24,4,3,26,2,3,5,2,0,0
51,No,Sales,14,2,1,3,Female,3,2,Sales Executive,4,4936,No,11,3,3,18,2,2,7,7,0,7
36,No,Research & Development,2,3,1,4,Female,3,1,Research Scientist,3,2543,No,13,3,2,6,3,3,2,2,2,2
34,Yes,Sales,19,3,1,1,Male,4,2,Sales Executive,4,5304,Yes,13,3,2,9,3,2,5,2,0,4
55,No,Research & Development,2,3,1,3,Female,3,4,Manager,4,16659,Yes,13,3,3,30,2,3,5,4,1,2
24,No,Sales,10,4,1,4,Female,3,2,Sales Executive,3,4260,Yes,12,3,4,5,2,4,5,2,0,3
30,No,Sales,2,1,1,3,Male,3,1,Sales Representative,2,2476,No,18,3,1,1,3,3,1,0,0,0
26,Yes,Research & Development,3,1,1,3,Male,3,1,Research Scientist,1,3102,No,22,4,3,7,2,3,6,4,0,4
22,No,Research & Development,11,3,1,1,Female,3,1,Research Scientist,2,2244,No,13,3,4,2,1,3,2,1,1,2
36,No,Sales,2,2,1,2,Male,2,3,Sales Executive,3,7596,No,13,3,2,10,2,3,10,9,9,0
30,Yes,Research & Development,4,3,1,3,Male,3,1,Research Scientist,4,2285,Yes,23,4,3,3,4,3,1,0,0,0
37,No,Research & Development,14,3,1,4,Female,3,1,Laboratory Technician,1,3034,No,12,3,3,18,2,2,18,7,12,17
40,No,Sales,2,2,1,4,Female,3,2,Sales Executive,2,5715,No,12,3,3,8,5,3,5,4,1,3
42,No,Research & Development,1,4,1,2,Female,3,1,Laboratory Technician,1,2576,No,16,3,2,8,5,3,5,2,1,2
37,No,Research & Development,10,4,1,3,Male,3,2,Manufacturing Director,2,4197,Yes,12,3,4,18,2,2,1,0,0,1
43,No,Research & Development,12,3,1,1,Male,2,4,Research Director,2,14336,No,11,3,3,25,3,3,25,10,3,9
40,No,Research & Development,2,3,1,2,Female,2,2,Laboratory Technician,3,3448,No,22,4,2,20,3,3,1,0,0,0
54,No,Research & Development,5,2,1,1,Male,3,5,Research Director,1,19406,No,11,3,3,24,4,2,4,2,1,2
34,No,Sales,4,4,1,3,Female,3,2,Sales Executive,3,6538,No,15,3,1,6,3,3,3,2,1,2
31,No,Research & Development,7,2,1,2,Female,3,2,Manufacturing Director,1,4306,No,12,3,2,13,5,1,13,10,3,12
43,No,Research & Development,21,3,1,4,Male,3,1,Laboratory Technician,4,2258,No,20,4,1,8,1,3,3,2,1,2
43,No,Research & Development,8,4,1,3,Female,3,2,Healthcare Representative,3,4522,Yes,14,3,4,8,3,3,5,2,0,2
25,No,Sales,4,2,1,2,Female,2,2,Sales Executive,4,4487,Yes,11,3,2,5,3,3,5,4,1,3
37,No,Research & Development,25,5,1,2,Female,3,2,Research Scientist,3,4449,Yes,15,3,1,15,2,3,13,11,10,7
31,No,Research & Development,1,2,1,4,Male,2,1,Laboratory Technician,1,2218,No,12,3,3,4,3,3,4,2,3,2
39,No,Research & Development,1,1,1,2,Male,3,5,Manager,3,19197,Yes,14,3,3,21,3,3,21,8,1,6
56,No,Sales,6,3,1,3,Female,4,4,Sales Executive,1,13212,No,11,3,4,36,0,2,7,7,7,7
30,No,Sales,12,3,1,2,Female,3,2,Sales Executive,3,6577,No,11,3,2,6,6,3,5,4,4,4
41,No,Sales,1,3,1,2,Male,4,3,Sales Executive,1,8392,No,16,3,3,10,2,3,10,7,0,7
28,No,Research & Development,17,2,1,3,Male,3,2,Laboratory Technician,1,4558,No,12,3,4,10,2,3,10,0,1,8
25,Yes,Research & Development,3,3,1,1,Male,3,1,Laboratory Technician,1,4031,No,13,3,3,6,5,3,2,2,0,2
52,No,Research & Development,3,3,1,4,Male,2,3,Manufacturing Director,3,7969,Yes,14,3,3,28,4,3,5,4,0,4
45,No,Research & Development,10,2,1,1,Male,3,1,Research Scientist,4,2654,No,21,4,4,8,3,2,2,2,0,2
52,No,Research & Development,4,2,1,4,Female,3,4,Manager,4,16555,No,13,3,4,31,2,1,5,2,1,4
42,No,Research & Development,29,2,1,1,Female,3,2,Research Scientist,3,4556,No,11,3,2,19,3,3,5,4,0,2
30,No,Research & Development,2,3,1,3,Female,1,2,Manufacturing Director,4,6091,No,20,4,3,11,2,3,5,4,0,2
60,No,Research & Development,7,3,1,1,Female,3,5,Manager,1,19566,No,11,3,4,33,5,1,29,8,11,10
46,No,Research & Development,18,3,1,3,Female,3,2,Manufacturing Director,3,4810,No,14,3,3,19,5,2,10,7,0,8
42,No,Research & Development,28,4,1,4,Female,2,2,Healthcare Representative,4,4523,No,11,3,4,7,4,4,6,5,0,4
24,Yes,Sales,1,1,1,1,Female,3,1,Sales Representative,2,3202,Yes,16,3,2,6,4,3,5,3,1,4
34,Yes,Sales,6,2,1,4,Female,1,1,Sales Representative,3,2351,No,16,3,4,3,3,2,2,2,1,0
38,No,Research & Development,2,2,1,4,Male,3,1,Laboratory Technician,4,1702,Yes,23,4,3,1,3,3,1,0,0,0
40,No,Sales,2,4,1,3,Female,3,5,Manager,3,18041,No,14,3,4,21,2,3,20,15,1,12
26,No,Research & Development,23,3,1,1,Female,3,1,Research Scientist,4,2886,No,22,4,2,3,3,1,3,2,0,2
30,No,Research & Development,3,3,1,3,Male,3,1,Laboratory Technician,4,2097,No,15,3,3,9,3,1,5,3,1,4
29,No,Research & Development,3,4,1,2,Male,2,3,Research Director,3,11935,No,18,3,3,10,2,3,10,2,0,7
29,Yes,Research & Development,25,5,1,3,Female,2,1,Research Scientist,2,2546,No,16,3,2,6,2,4,2,2,1,1
19,Yes,Human Resources,2,2,1,1,Male,2,1,Human Resources,4,2564,No,12,3,3,1,3,4,1,0,0,0
30,No,Sales,22,4,1,3,Female,3,3,Sales Executive,1,8412,No,11,3,3,10,3,3,9,8,7,8
57,No,Sales,29,3,1,1,Male,2,4,Manager,4,14118,No,12,3,3,32,3,2,1,0,0,0
50,No,Research & Development,29,4,1,2,Male,2,4,Manager,3,17046,No,15,3,2,28,2,3,27,10,15,7
30,No,Research & Development,2,3,1,3,Female,3,1,Laboratory Technician,4,2564,No,14,3,3,12,2,2,11,7,6,7
60,No,Sales,28,3,1,3,Female,2,3,Sales Executive,1,10266,No,19,3,4,22,5,4,18,13,13,11
47,No,Research & Development,2,2,1,1,Female,3,2,Manufacturing Director,4,5070,No,13,3,3,20,2,3,5,0,0,4
46,No,Research & Development,2,3,1,1,Male,3,4,Research Director,3,17861,No,13,3,3,26,2,1,3,2,0,1
35,No,Research & Development,22,3,1,4,Male,1,1,Laboratory Technician,3,4230,No,15,3,3,6,2,3,5,4,4,3
54,No,Research & Development,8,4,1,3,Female,3,2,Laboratory Technician,3,3780,No,11,3,3,19,3,3,1,0,0,0
34,No,Research & Development,2,4,1,4,Male,2,1,Research Scientist,3,2768,No,12,3,3,14,3,3,7,3,5,7
46,No,Sales,10,3,1,3,Female,2,3,Sales Executive,4,9071,Yes,19,3,3,15,3,3,3,2,1,2
31,No,Research & Development,9,1,1,3,Male,3,3,Manufacturing Director,2,10648,No,25,4,4,13,6,4,13,8,0,8
33,Yes,Research & Development,15,1,1,2,Male,3,3,Manager,3,13610,Yes,12,3,4,15,2,4,7,6,7,7
33,Yes,Research & Development,10,1,1,1,Male,1,1,Laboratory Technician,4,3408,No,13,3,1,8,2,3,4,3,1,3
30,No,Sales,7,1,1,4,Male,3,1,Sales Representative,2,2983,No,14,3,1,4,3,3,3,2,1,2
35,No,Research & Development,16,3,1,4,Male,3,3,Healthcare Representative,3,7632,Yes,12,3,3,10,2,3,8,7,0,0
31,Yes,Research & Development,20,3,1,1,Male,3,3,Healthcare Representative,3,9824,No,12,3,1,12,2,3,1,0,0,0
34,Yes,Human Resources,23,3,1,2,Female,3,3,Human Resources,1,9950,Yes,15,3,3,11,2,3,3,2,0,2
42,No,Research & Development,5,2,1,2,Male,3,1,Laboratory Technician,3,2093,No,17,3,4,8,4,3,2,2,2,0
36,No,Sales,10,4,1,2,Male,3,3,Sales Executive,4,9980,No,14,3,4,10,3,2,10,3,9,7
22,Yes,Research & Development,4,1,1,3,Male,2,1,Laboratory Technician,3,3894,No,16,3,3,4,3,3,2,2,1,2
48,No,Sales,2,5,1,2,Female,3,2,Sales Executive,4,4051,No,14,3,1,14,2,3,9,7,6,7
55,No,Sales,18,5,1,1,Female,3,4,Manager,2,16835,No,23,4,4,37,2,3,10,9,7,7
41,No,Sales,10,2,1,4,Male,3,2,Sales Executive,4,6230,No,14,3,4,16,3,3,14,3,1,10
35,No,Sales,1,3,1,2,Male,3,2,Sales Executive,3,4717,No,11,3,3,15,2,3,11,9,6,9
40,No,Research & Development,6,3,1,2,Female,3,4,Manufacturing Director,3,13237,No,15,3,3,22,3,3,20,6,5,13
39,No,Research & Development,8,1,1,3,Female,3,1,Laboratory Technician,3,3755,No,11,3,1,8,3,3,8,3,0,7
31,No,Sales,2,1,1,2,Male,3,2,Sales Executive,4,6582,Yes,13,3,3,10,2,4,6,5,0,5
42,No,Research & Development,24,3,1,4,Male,3,3,Manufacturing Director,1,7406,Yes,21,4,4,10,5,2,10,9,5,8
45,No,Sales,2,3,1,4,Male,3,2,Sales Executive,2,4805,No,19,3,2,9,3,4,8,7,3,7
26,Yes,Human Resources,17,4,1,2,Female,3,1,Human Resources,3,2741,Yes,11,3,2,8,2,2,7,7,1,0
29,No,Research & Development,19,3,1,4,Male,3,2,Manufacturing Director,4,4262,No,12,3,2,8,2,4,3,2,1,2
33,No,Research & Development,1,5,1,1,Female,4,4,Research Director,3,16184,No,19,3,3,10,2,3,6,1,0,5
31,No,Sales,7,3,1,3,Male,2,3,Manager,4,11557,No,21,4,3,10,3,2,5,4,0,1
18,Yes,Sales,5,3,1,2,Male,3,1,Sales Representative,2,1878,Yes,14,3,4,0,3,3,0,0,0,0
40,No,Sales,28,3,1,3,Male,1,3,Sales Executive,1,10932,No,15,3,3,20,2,3,1,0,0,1
